Date time (UTC),Geographic longitude (deg),Geographic latitude (deg),Geomagnetic latitude (deg),Magnetic local time,Solar zenith angle (deg),"Colours, naked eye","Colours, camera",Special forms
2024-05-11 02:00:00+00:00,-89.9,39.9,49.5,20.1,100.3,"green,purple/pink/magenta","green,purple/pink/magenta",
2024-05-11 06:00:00+00:00,-112.8,49.7,56.6,22.0,109.6,"green,purple/pink/magenta","red,blue,purple/pink/magenta",
2024-05-11 02:38:00+00:00,-94.0,46.5,55.7,20.3,99.5,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 05:00:00+00:00,-114.1,51.6,58.2,20.8,102.9,"green,purple/pink/magenta","green,purple/pink/magenta",
2024-05-11 04:48:00+00:00,-116.4,52.2,58.5,20.4,100.3,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 02:00:00+00:00,-88.0,30.7,40.8,20.3,106.6,green,"red,green",
2024-05-11 06:30:00+00:00,-119.3,46.2,52.1,22.0,113.1,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 04:15:00+00:00,-114.2,46.4,53.2,20.1,101.7,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 02:17:00+00:00,-92.9,45.2,54.5,20.1,98.0,"green,purple/pink/magenta","green,blue,purple/pink/magenta",
2024-05-10 06:15:00+00:00,-114.1,51.0,57.7,22.1,109.1,"green,blue,purple/pink/magenta","green,blue,purple/pink/magenta",
2024-05-11 02:31:00+00:00,-98.8,39.8,48.9,19.8,99.6,purple/pink/magenta,"red,green,purple/pink/magenta",
2024-05-11 04:28:00+00:00,-110.5,54.3,61.5,20.6,99.1,"green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 02:45:00+00:00,-93.6,45.3,54.6,20.5,101.4,"green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 02:24:00+00:00,-91.0,45.8,55.1,20.4,99.6,"green,purple/pink/magenta","green,purple/pink/magenta",
2024-05-11 09:10:00+00:00,-115.2,50.9,57.4,0.9,108.1,,"red,green,blue,purple/pink/magenta",
2024-05-10 23:12:00+00:00,-2.8,56.3,53.5,23.7,104.8,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",Dunes
2024-05-11 01:30:00+00:00,-78.2,43.4,52.2,20.7,100.8,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta",STEVE
2024-05-11 06:18:00+00:00,-114.8,50.9,57.4,22.1,109.0,"red,green,blue,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 04:40:00+00:00,-114.5,51.6,58.1,20.5,100.7,"red,green,blue,purple/pink/magenta","red,green,blue,purple/pink/magenta","Dunes,STEVE"
2024-05-11 02:45:00+00:00,-93.2,44.6,54.0,20.5,102.1,"green,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 05:52:00+00:00,-113.9,51.0,57.7,21.7,107.5,purple/pink/magenta,"green,purple/pink/magenta",
2024-05-11 03:00:00+00:00,-94.6,47.1,56.2,20.6,101.6,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta",STEVE
2024-05-11 05:01:00+00:00,-93.1,44.8,54.1,22.8,115.3,purple/pink/magenta,"green,purple/pink/magenta",
2024-05-11 06:06:00+00:00,-114.2,51.5,58.1,21.9,107.9,"green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 05:30:00+00:00,-113.7,53.4,60.0,21.3,104.0,"red,green,blue,purple/pink/magenta","red,green,blue,purple/pink/magenta",
1900-01-01 00:00:00+00:00,-92.8,45.2,,,,"green,purple/pink/magenta","green,purple/pink/magenta",
2024-05-11 06:08:00+00:00,-113.4,50.7,57.5,22.0,109.0,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 05:50:00+00:00,-114.2,50.8,57.5,21.7,107.5,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 04:50:00+00:00,-113.5,53.5,60.2,20.7,100.6,"red,green,blue,purple/pink/magenta","red,green,blue,purple/pink/magenta",Dunes
2024-05-11 02:59:00+00:00,-97.2,49.9,58.7,20.4,98.3,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",STEVE
2024-05-11 02:30:00+00:00,-92.8,44.7,54.1,20.3,100.1,"green,purple/pink/magenta","green,blue,purple/pink/magenta",
2024-05-11 03:00:00+00:00,-96.6,50.4,59.3,20.4,98.4,"green,purple/pink/magenta","green,blue,purple/pink/magenta",
2024-05-11 04:00:00+00:00,-111.3,47.5,54.8,20.1,100.5,"red,green,blue,purple/pink/magenta","red,green,blue,purple/pink/magenta","Dunes,STEVE"
2024-05-11 05:32:00+00:00,-114.1,51.3,58.0,21.4,105.8,"red,green,blue,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 05:45:00+00:00,-123.4,48.4,53.5,20.9,106.1,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 03:30:00+00:00,-97.1,49.9,58.7,20.9,101.9,"red,green,blue","red,green,blue,purple/pink/magenta",
2024-05-11 03:30:00+00:00,-110.9,31.7,39.4,19.8,105.8,purple/pink/magenta,"red,purple/pink/magenta",
2024-05-11 03:30:00+00:00,-97.2,49.9,58.7,20.9,101.9,"green,purple/pink/magenta","green,purple/pink/magenta",
2024-05-11 06:00:00+00:00,-97.2,49.9,58.7,23.3,111.9,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 02:15:00+00:00,-92.8,45.0,54.4,20.1,97.8,purple/pink/magenta,"green,purple/pink/magenta",STEVE
2024-05-11 06:30:00+00:00,-114.2,51.5,58.1,22.3,109.1,"green,purple/pink/magenta","green,purple/pink/magenta",Dunes
2024-05-11 02:30:00+00:00,-89.9,46.0,55.3,20.6,100.9,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 03:00:00+00:00,-92.5,47.5,56.7,20.8,102.3,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-11 09:00:00+00:00,143.6,-37.5,-48.4,19.0,108.3,"green,purple/pink/magenta","red,green,purple/pink/magenta","Dunes,SAR arc"
2024-05-11 08:02:00+00:00,147.1,-43.2,-54.1,18.4,101.2,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta",
2024-05-10 22:50:00+00:00,-1.2,49.0,44.6,23.3,111.2,purple/pink/magenta,"green,purple/pink/magenta",
2024-05-11 03:00:00+00:00,-68.2,-23.0,-14.5,22.4,158.6,red,red,
2024-05-10 19:00:00+00:00,77.6,34.2,30.7,0.4,127.8,,"red,blue",
2024-05-11 11:58:00+00:00,145.4,-16.8,-26.5,21.8,147.4,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-11 03:08:00+00:00,-72.0,-36.6,-25.6,22.3,151.8,,red,
2024-05-10 17:50:00+00:00,88.4,47.7,44.5,23.8,114.4,red,"red,green,blue",
2024-05-11 01:00:00+00:00,-1.1,49.0,44.6,1.4,111.7,,"green,purple/pink/magenta",
2024-05-11 03:09:00+00:00,-72.0,-36.6,-25.6,22.3,151.9,,red,
2024-05-10 21:00:00+00:00,116.8,-20.7,-31.0,5.1,111.9,purple/pink/magenta,purple/pink/magenta,
2024-05-11 12:32:00+00:00,136.9,-35.3,-46.5,21.8,145.2,"red,green,purple/pink/magenta","red,green,purple/pink/magenta",STEVE
2024-05-11 04:27:00+00:00,-112.5,49.5,56.5,20.4,101.7,"green,purple/pink/magenta","green,purple/pink/magenta",
2024-05-11 02:15:00+00:00,-88.4,41.4,50.9,20.5,102.6,"red,purple/pink/magenta","red,green,purple/pink/magenta",
2024-05-10 18:00:00+00:00,144.7,-41.2,-52.2,4.1,127.4,"red,green,purple/pink/magenta","red,green,blue,purple/pink/magenta","Dunes,SAR arc"
2024-05-11 11:06:00+00:00,116.0,-32.0,-43.6,18.9,110.6,"red,purple/pink/magenta",purple/pink/magenta,
2024-05-11 09:15:00+00:00,145.7,-34.5,-45.0,19.3,112.5,"red,green","red,green",
2024-05-11 06:34:00+00:00,169.2,-44.7,-52.1,18.7,101.6,"red,green,blue,purple/pink/magenta","red,green,blue,purple/pink/magenta",STEVE
2024-05-10 23:45:00+00:00,-67.8,-53.9,-41.4,19.4,115.8,red,"red,purple/pink/magenta",
